full_name,final_score,occupation,hometown,city,state,state_id,archive_info,date,dt_indx,id_x,created_at,favorite_count,retweet_count,anecdote,text,game_info_flg,winner_flg,gender,clean_text,answer_number,job,final_job_category
Brad Rudy,6400,a retired railroad analyst,"Marietta, Georgia",Marietta,Georgia,GA,J! Archive - Show #7183,2015-12-02,3,672215513624391680,2015-12-03 00:47:22,18,7,I work in railroads.,"12/2/15:
""I work in railroads.""
""My sister made Muppets of me and my husband.""
""I acted in a cheap film.""
#Jeopardy https://t.co/kj1QfDzMKw",True,0,male,I work in railroads.,answer1,retired railroad analyst,unemployed
Conor Quinn,26400,a high school world history teacher,"Albany, New York",Albany,New York,NY,J! Archive - Show #7995,2019-05-17,1,1130242339870580736,2019-05-19 22:42:27,5,0,Thanks to everyone who helped me get here.,"5/17/19:
""I enjoy fostering dogs.""
""I want to say hi to my wife &amp; daughter.""
""Thanks to everyone who helped me get here.""
#Jeopardy #TeachersTournament https://t.co/Rzqq4aoygd",True,1,male,Thanks to everyone who helped me get here.,answer3,high school world history teacher,teacher
Conor Quinn,5600,a high school world history teacher,"Albany, New York",Albany,New York,NY,J! Archive - Show #7994,2019-05-16,1,1129507013057241094,2019-05-17 22:00:31,10,0,"I cried at my first baseball game because Darryl Strawberry didn't sign my ball, but rookie Derek Jeter did.","5/16/19:
""My students made me facts on Post-It notes.""
""I work out with other teachers in a converted garage.""
""I cried at my first baseball game because Darryl Strawberry didn't sign my ball, but rookie Derek Jeter did.""
#Jeopardy #TeachersTournament https://t.co/NMnjAnXxbC",True,0,male,"I cried at my first baseball game because Darryl Strawberry didnt sign my ball, but rookie Derek Jeter did.",answer3,high school world history teacher,teacher
Conor Quinn,19201,a high school world history teacher,"Albany, New York",Albany,New York,NY,J! Archive - Show #7993,2019-05-15,1,1129214973270515712,2019-05-17 02:40:04,5,1,My school opened up a year ago.,"5/15/19:
""I apply current events to teach history.""
""I offer my students a fun, creativity warm-up.""
""My school opened up a year ago.""
#Jeopardy #TeachersTournament https://t.co/fZzwXYGqeZ",True,1,male,My school opened up a year ago.,answer3,high school world history teacher,teacher
Conor Quinn,17600,a high school world history teacher,"Albany, New York",Albany,New York,NY,J! Archive - Show #7989,2019-05-09,3,1126670215801200641,2019-05-10 02:08:06,6,0,I started substitute teaching &amp; ended up liking this.,"5/9/19:
""I started substitute teaching &amp; ended up liking this.""
""I teach because I like kids more than adults.""
""I loved teaching when I tutored 1st graders as a 3rd grade.""
#Jeopardy https://t.co/ML9VEjAPGy",True,1,male,I started substitute teaching and ended up liking this.,answer1,high school world history teacher,teacher
Vinay Kadiyala,14400,a resident physician,"Albany, New York",Albany,New York,NY,J! Archive - Show #7700,2018-02-16,3,964652375280685058,2018-02-17 00:07:03,10,2,I spent a half hour with bats in Singapore.,"2/16/18:
""I spent a half hour with bats in Singapore.""
""My husband &amp; I are heavyweight wife-carrying champions.""
""My dog helped break our big hammock.""
#Jeopardy https://t.co/GVsmBTJCmz",True,0,male,I spent a half hour with bats in Singapore.,answer1,resident physician,physician
Elena Stuewe,15699,a resident physician,"Birmingham, Alabama",Birmingham,Alabama,AL,J! Archive - Show #7365,2016-09-23,2,779462586735525888,2016-09-23 23:28:57,17,5,My dog locked me out of my house,"9/23/16:
""I liked bike messengering""
""My dog locked me out of my house""
""I read stories as a Christmas elf""
#Jeopardy https://t.co/iP9DegIbzl",True,0,female,My dog locked me out of my house,answer2,resident physician,physician
Amelia Hershberger,1200,a management analyst,"Albany, New York",Albany,New York,NY,J! Archive - Show #7215,2016-01-15,1,688151215721431040,2016-01-16 00:10:09,20,9,I've had Thanksgiving in 4 countries,"1/15/16:
""My wife made me get a cat""
""My sister is the evil twin""
""I've had Thanksgiving in 4 countries""
#Jeopardy https://t.co/XrpFO2PcGV",True,0,female,Ive had Thanksgiving in 4 countries,answer3,management analyst,analyst
Amelia Hershberger,6000,a management analyst,"Albany, New York",Albany,New York,NY,J! Archive - Show #7214,2016-01-14,1,687790224852815874,2016-01-15 00:15:42,46,20,I am also a Whovian.,"1/14/16:
""I was at a Hawaiian Elvis concert as a toddler.""
""I love Doctor Who.""
""I am also a Whovian.""
#Jeopardy https://t.co/31izaUvJBC",True,1,female,I am also a Whovian.,answer3,management analyst,analyst
Amelia Hershberger,15800,a management analyst,"Albany, New York",Albany,New York,NY,J! Archive - Show #7213,2016-01-13,1,687427605528752128,2016-01-14 00:14:47,42,17,I'm bizarrely strong.,"1/13/16:
""A llama guarded my farm.""
""I spent my 40th in a copter over Manhattan.""
""I'm bizarrely strong.""
#Jeopardy https://t.co/UfZbO36CSW",True,1,female,Im bizarrely strong.,answer3,management analyst,analyst
Amelia Hershberger,21200,a management analyst,"Albany, New York",Albany,New York,NY,J! Archive - Show #7212,2016-01-12,3,687065209089966080,2016-01-13 00:14:45,13,7,I collect political items,"1/12/16:
""I collect political items""
""The League of Women Voters wouldn't give in""
""I travel for soccer""
#Jeopardy https://t.co/JSarzuqRWs",True,1,female,I collect political items,answer1,management analyst,analyst
Francois Barcomb,21200,an 11th grade physics teacher,"New Paltz, New York",New Paltz,New York,NY,J! Archive - Show #7995,2019-05-17,2,1130242339870580736,2019-05-19 22:42:27,5,0,I want to say hi to my wife &amp; daughter.,"5/17/19:
""I enjoy fostering dogs.""
""I want to say hi to my wife &amp; daughter.""
""Thanks to everyone who helped me get here.""
#Jeopardy #TeachersTournament https://t.co/Rzqq4aoygd",True,0,unknown,I want to say hi to my wife and daughter.,answer2,11th grade physics teacher,teacher
Francois Barcomb,20400,an 11th grade physics teacher,"New Paltz, New York",New Paltz,New York,NY,J! Archive - Show #7994,2019-05-16,2,1129507013057241094,2019-05-17 22:00:31,10,0,I work out with other teachers in a converted garage.,"5/16/19:
""My students made me facts on Post-It notes.""
""I work out with other teachers in a converted garage.""
""I cried at my first baseball game because Darryl Strawberry didn't sign my ball, but rookie Derek Jeter did.""
#Jeopardy #TeachersTournament https://t.co/NMnjAnXxbC",True,1,unknown,I work out with other teachers in a converted garage.,answer2,11th grade physics teacher,teacher
Francois Barcomb,18801,an 11th grade physics teacher,"New Paltz, New York",New Paltz,New York,NY,J! Archive - Show #7992,2019-05-14,2,1128440603908476934,2019-05-14 23:23:00,10,3,I like nature because there's a correct answer.,"5/14/19:
""I use my attraction to @ChrisHemsworth in science teachings.""
""I like nature because there's a correct answer.""
""I work weekends at @REACHPrep giving extra lessons.""
#Jeopardy #TeachersTournament https://t.co/MBpZwnDXmo",True,1,unknown,I like nature because theres a correct answer.,answer2,11th grade physics teacher,teacher
Francois Barcomb,20600,an 11th grade physics teacher,"New Paltz, New York",New Paltz,New York,NY,J! Archive - Show #7988,2019-05-08,1,1126306251711963137,2019-05-09 02:01:50,15,1,I showed up to class in a full Viking costume.,"5/8/19:
""I do rhetorical analysis of song lyrics.""
""I teach at a worldwide boarding school.""
""I showed up to class in a full Viking costume.""
#Jeopardy #TeachersTournament https://t.co/MX9YLx122k",True,1,unknown,I showed up to class in a full Viking costume.,answer3,11th grade physics teacher,teacher
Sara DelVillano,14800,a middle school instrumental music teacher,"Lanham, Maryland",Lanham,Maryland,MD,J! Archive - Show #7995,2019-05-17,3,1130242339870580736,2019-05-19 22:42:27,5,0,I enjoy fostering dogs.,"5/17/19:
""I enjoy fostering dogs.""
""I want to say hi to my wife &amp; daughter.""
""Thanks to everyone who helped me get here.""
#Jeopardy #TeachersTournament https://t.co/Rzqq4aoygd",True,0,female,I enjoy fostering dogs.,answer1,middle school instrumental music teacher,musician
Sara DelVillano,4800,a middle school instrumental music teacher,"Lanham, Maryland",Lanham,Maryland,MD,J! Archive - Show #7994,2019-05-16,3,1129507013057241094,2019-05-17 22:00:31,10,0,My students made me facts on Post-It notes.,"5/16/19:
""My students made me facts on Post-It notes.""
""I work out with other teachers in a converted garage.""
""I cried at my first baseball game because Darryl Strawberry didn't sign my ball, but rookie Derek Jeter did.""
#Jeopardy #TeachersTournament https://t.co/NMnjAnXxbC",True,0,female,My students made me facts on Post-It notes.,answer1,middle school instrumental music teacher,musician
Sara DelVillano,7599,a middle school instrumental music teacher,"Lanham, Maryland",Lanham,Maryland,MD,J! Archive - Show #7991,2019-05-13,3,1128119754890334211,2019-05-14 02:08:03,16,2,Music is required at my school.,"5/13/19:
""Music is required at my school.""
""I've always enjoyed Spanish.""
""I want to earn the respect of my students.""
#Jeopardy #TeachersTournament https://t.co/NGTkqFrWXe",True,1,female,Music is required at my school.,answer1,middle school instrumental music teacher,musician
Sara DelVillano,8399,a middle school instrumental music teacher,"Lanham, Maryland",Lanham,Maryland,MD,J! Archive - Show #7989,2019-05-09,1,1126670215801200641,2019-05-10 02:08:06,6,0,I loved teaching when I tutored 1st graders as a 3rd grade.,"5/9/19:
""I started substitute teaching &amp; ended up liking this.""
""I teach because I like kids more than adults.""
""I loved teaching when I tutored 1st graders as a 3rd grade.""
#Jeopardy https://t.co/ML9VEjAPGy",True,0,female,I loved teaching when I tutored 1st graders as a 3rd grade.,answer3,middle school instrumental music teacher,musician
Dave Rowswell,5399,a high school art teacher,"Cheyenne, Wyoming",Cheyenne,Wyoming,WY,J! Archive - Show #7993,2019-05-15,2,1129214973270515712,2019-05-17 02:40:04,5,1,"I offer my students a fun, creativity warm-up.","5/15/19:
""I apply current events to teach history.""
""I offer my students a fun, creativity warm-up.""
""My school opened up a year ago.""
#Jeopardy #TeachersTournament https://t.co/fZzwXYGqeZ",True,0,male,"I offer my students a fun, creativity warm-up.",answer2,high school art teacher,misc education
Dave Rowswell,12300,a high school art teacher,"Cheyenne, Wyoming",Cheyenne,Wyoming,WY,J! Archive - Show #7990,2019-05-10,1,1126987866788245504,2019-05-10 23:10:20,9,1,I produce @WheelofFortune games in my class.,"5/10/19:
""Ms. Frizzle inspired me to have clothing based on maps.""
""I ask my students to freestyle rap with me.""
""I produce @WheelofFortune games in my class.""
#Jeopardy #TeachersTournament https://t.co/78wN8WwHA0",True,0,male,I produce Wheelof Fortune games in my class.,answer3,high school art teacher,misc education
Joe Rengstorf,5399,a middle school special education teacher,"Poulsbo, Washington",Poulsbo,Washington,WA,J! Archive - Show #7991,2019-05-13,1,1128119754890334211,2019-05-14 02:08:03,16,2,I want to earn the respect of my students.,"5/13/19:
""Music is required at my school.""
""I've always enjoyed Spanish.""
""I want to earn the respect of my students.""
#Jeopardy #TeachersTournament https://t.co/NGTkqFrWXe",True,0,male,I want to earn the respect of my students.,answer3,middle school special education teacher,teacher
Joe Rengstorf,20401,a middle school special education teacher,"Poulsbo, Washington",Poulsbo,Washington,WA,J! Archive - Show #7986,2019-05-06,2,1125583057778561025,2019-05-07 02:08:07,11,3,I taught 50 kids in Thailand.,"5/6/19:
""Every year, my students set me on fire.""
""I taught 50 kids in Thailand.""
""My students did a yuletide festival studying Shakespeare.""
#Jeopardy #TeachersTournament https://t.co/89zWRZFky7",True,1,male,I taught 50 kids in Thailand.,answer2,middle school special education teacher,teacher
Michael Jones,0,a middle school special education teacher,"Madison, Wisconsin",Madison,Wisconsin,WI,J! Archive - Show #6997,2015-02-03,3,562833233671639042,2015-02-04 04:41:14,6,3,I help make positive choices,"2/3/15:
""I help make positive choices""
""My quiz bowl team won states""
""I wanted to do anything but teach""
#Jeopardy http://t.co/biAoWDA3IE",True,0,male,I help make positive choices,answer1,middle school special education teacher,teacher
Alan Sherman,13973,a freelance political consultant,"Mountain View, California",Mountain View,California,CA,J! Archive - Show #7137,2015-09-29,3,649013356033142784,2015-09-30 00:10:16,16,6,I proposed with a sonnet,"9/29/15:
""I proposed with a sonnet""
""I learned English with @SesameStreet""
""I kinda helped in a court case""
#Jeopardy http://t.co/RlDOjwD1mh",True,1,male,I proposed with a sonnet,answer1,freelance political consultant,consultant
Rachael Schwartz,7600,a bioscience Ph.D. program applicant,"Mountain View, California",Mountain View,California,CA,J! Archive - Show #6834,2014-05-08,2,464545407318888448,2014-05-08 23:20:30,1,1,My mom gave me study cards,"5/8/14:
""My son is saving eligibility""
""My mom gave me study cards""
""I didn't talk about Jeopardy in court""
#Jeopardy http://t.co/VYZzgl9HFq",True,0,female,My mom gave me study cards,answer2,bioscience ph.d. program applicant,grad student
Rachael Schwartz,7900,a bioscience Ph.D. program applicant,"Mountain View, California",Mountain View,California,CA,J! Archive - Show #6786,2014-03-03,1,440642713638412288,2014-03-04 00:19:44,4,1,I'm applying to PhD programs ,"3/3/14:
""My son wanted to meet Sarah""
""I bought a $4,400 camera for my cat""
""I'm applying to PhD programs"" 
#Jeopardy http://t.co/Qgmj1fTsse",True,1,female,Im applying to PhD programs ,answer3,bioscience ph.d. program applicant,grad student
Ellie Walsh,1,a high school world history and U.S. government teacher,"Nashville, Tennessee",Nashville,Tennessee,TN,J! Archive - Show #7990,2019-05-10,3,1126987866788245504,2019-05-10 23:10:20,9,1,Ms. Frizzle inspired me to have clothing based on maps.,"5/10/19:
""Ms. Frizzle inspired me to have clothing based on maps.""
""I ask my students to freestyle rap with me.""
""I produce @WheelofFortune games in my class.""
#Jeopardy #TeachersTournament https://t.co/78wN8WwHA0",True,0,female,Ms. Frizzle inspired me to have clothing based on maps.,answer1,high school world history u.s. government teacher,teacher
Becky Warren,3200,a rock musician,"Nashville, Tennessee",Nashville,Tennessee,TN,J! Archive - Show #7817,2018-09-11,3,1039651669284466690,2018-09-11 23:07:28,6,0,I've played guitar since age 13.,"9/11/18:
""I've played guitar since age 13.""
""My @SFGiants fan husband invited me to @Dodgers Stadium on our first date.""
""I had dinner with George Romero.""
#Jeopardy https://t.co/HvFz0Ptcgx",True,0,female,Ive played guitar since age 13.,answer1,rock musician,musician
Travis Rojakovick,7199,an equity analyst,"Nashville, Tennessee",Nashville,Tennessee,TN,J! Archive - Show #7665,2017-12-29,1,946907405232889856,2017-12-30 00:54:52,22,1,I've seen Bob Dylan 23 times.,"12/29/17:
""I met my husband while singing Phil Collins in a karaoke bar.""
""I use a microscope.""
""I've seen Bob Dylan 23 times.""
#Jeopardy https://t.co/45X49LDKJK",True,0,male,Ive seen Bob Dylan 23 times.,answer3,equity analyst,analyst
Travis Rojakovick,18450,an equity analyst,"Nashville, Tennessee",Nashville,Tennessee,TN,J! Archive - Show #7664,2017-12-28,3,946532986345967618,2017-12-29 00:07:04,6,0,I play 1860s baseball.,"12/28/17:
""I play 1860s baseball.""
""I fear heights &amp; went in a Turkish hot air balloon.""
""I fly to police officer funerals.""
#Jeopardy https://t.co/EnPul0w9a1",True,1,male,I play 1860s baseball.,answer1,equity analyst,analyst
